%time,field.header.seq,field.header.stamp,field.header.frame_id,field.major_axis,field.minor_axis,field.circle_diameter,field.orientation,field.x,field.y,field.minor_axis_average
1592978905487826165,7803,1592978905471893885,,165.763259888,123.024803162,0.0,-0.915733754635,366.96862793,263.74520874,145.42755127
1592978905517545376,7804,1592978905503695109,,179.486068726,118.984718323,0.0,-0.90654104948,362.19744873,267.634490967,144.692108154
1592978905549589347,7805,1592978905535573705,,188.365249634,117.228462219,0.0,-0.932203471661,361.698852539,269.338165283,143.80645752
1592978905591218460,7806,1592978905571369243,,180.862136841,118.827095032,0.0,-1.04833805561,364.995147705,270.050445557,143.261230469
1592978905617617787,7807,1592978905603552710,,173.370346069,115.976768494,0.0,-1.03428208828,367.959991455,270.41619873,142.471282959
1592978905655212602,7808,1592978905635595499,,182.644805908,115.112030029,0.0,-1.08760118484,366.572631836,273.887298584,141.861175537
1592978905691780579,7809,1592978905671731840,,179.063995361,115.428787231,0.0,-1.16706073284,369.751098633,272.906768799,141.715118408
1592978905724034809,7810,1592978905701739628,,177.479721069,118.588554382,0.0,-1.25358355045,371.983978271,272.232849121,142.333999634
1592978905751064473,7811,1592978905733686401,,175.905670166,118.866500854,0.0,-1.30819284916,373.579681396,273.77166748,143.009368896
1592978905785989453,7812,1592978905770072481,,181.221328735,120.298873901,0.0,-1.37395131588,375.200866699,276.680206299,143.175720215
1592978905818515544,7813,1592978905803577678,,180.488693237,123.438400269,0.0,-1.48999774456,378.294067383,276.74118042,143.091278076
1592978905850132411,7814,1592978905835572249,,178.936965942,127.851570129,0.0,-1.49609446526,380.307983398,276.426147461,143.36265564
1592978905887848393,7815,1592978905871615624,,175.460784912,128.831481934,0.0,1.50814008713,381.868743896,275.506439209,143.943328857
1592978905920742913,7816,1592978905903598973,,178.502639771,136.022109985,0.0,1.52473080158,383.593566895,276.544311523,145.647064209
1592978905950163802,7817,1592978905935612734,,190.304397583,135.661590576,0.0,1.44267165661,383.87878418,280.451751709,147.490371704
1592978905986459225,7818,1592978905971655895,,193.170822144,132.053161621,0.0,1.37462437153,385.647247314,280.78793335,148.812988281
1592978906017736314,7819,1592978906003638752,,194.016281128,133.507781982,0.0,1.2681530714,389.179656982,278.725921631,150.566085815
1592978906051916268,7820,1592978906035595928,,190.216186523,133.481872559,0.0,1.23208963871,390.542510986,279.631195068,152.403076172
1592978906086638601,7821,1592978906071600927,,191.10736084,127.83908844,0.0,1.2408144474,394.278320312,280.430755615,153.644104004
1592978906124323597,7822,1592978906100540516,,194.863143921,128.141967773,0.0,1.15155589581,395.564666748,278.196258545,154.599441528
1592978906147850837,7823,1592978906132910688,,196.085220337,133.25100708,0.0,1.11701846123,395.31451416,275.950256348,156.037887573
1592978906191578289,7824,1592978906168595420,,209.494491577,133.038986206,0.0,1.00915110111,396.955780029,271.598175049,157.311904907
1592978906218612625,7825,1592978906200511694,,187.045837402,119.926940918,0.0,0.639843344688,397.917694092,261.453765869,156.960754395
1592978906249471250,7826,1592978906234235532,,168.498001099,116.919715881,0.0,0.469871103764,395.549438477,256.178009033,155.86756897
1592978906286498450,7827,1592978906270219296,,175.481689453,118.647956848,0.0,0.562284946442,408.156494141,262.05871582,154.849212646
1592978906316873075,7828,1592978906301809768,,177.268508911,122.039848328,0.0,0.470469921827,406.613647461,262.167022705,153.45098877
1592978906354639038,7829,1592978906333953953,,187.137557983,121.95324707,0.0,0.520304203033,408.391296387,265.883514404,152.080154419
1592978906382545204,7830,1592978906366039892,,198.050842285,120.168197632,0.0,0.519190847874,410.077514648,264.963653564,150.891662598
1592978906412193483,7831,1592978906398638884,,197.526809692,120.319465637,0.0,0.438749134541,411.209533691,264.86706543,149.5728302
1592978906448996387,7832,1592978906431016104,,189.278640747,118.730178833,0.0,0.360666841269,409.888275146,262.435119629,148.09765625
1592978906483114310,7833,1592978906468347736,,175.162780762,125.412384033,0.0,0.368179887533,407.157989502,261.557617188,147.854995728
1592978906514335404,7834,1592978906500281737,,182.209594727,124.244346619,0.0,0.309290468693,408.808746338,260.056640625,147.46522522
1592978906551486145,7835,1592978906535640859,,191.076034546,119.961715698,0.0,0.217810630798,408.809906006,257.630432129,146.136291504
1592978906585364211,7836,1592978906571749877,,187.118026733,117.311637878,0.0,0.167777821422,410.175842285,256.253417969,144.563568115
1592978906618128016,7837,1592978906603653870,,173.312316895,123.637062073,0.0,0.144005641341,410.947601318,253.196166992,144.934570312
1592978906650627763,7838,1592978906635941799,,179.191345215,122.880050659,0.0,0.133765786886,412.506195068,253.489303589,145.530609131
1592978906686877749,7839,1592978906672072168,,193.600372314,121.685272217,0.0,0.0795305147767,412.574401855,251.632522583,145.834335327
1592978906713489784,7840,1592978906699325568,,184.177902222,119.505073547,0.0,0.0112555837259,413.658111572,249.187026978,145.580856323
1592978906746469979,7841,1592978906730325923,,172.771392822,119.228172302,0.0,-0.0226611047983,408.497802734,248.259414673,145.308349609
1592978906790096168,7842,1592978906771649821,,174.848083496,121.981307983,0.0,-0.0949480831623,413.174499512,247.076599121,145.4896698
1592978906819117341,7843,1592978906799249982,,186.2318573,117.818824768,0.0,-0.18351790309,408.422424316,246.88243103,145.239608765
1592978906851135726,7844,1592978906831186225,,181.385681152,116.841117859,0.0,-0.185042694211,412.011688232,246.62336731,145.050689697
1592978906881289163,7845,1592978906867274215,,184.208831787,116.397880554,0.0,-0.192962005734,411.021392822,246.112792969,144.149246216
1592978906923111873,7846,1592978906903683719,,179.499542236,117.296760559,0.0,-0.276790201664,411.761688232,244.616912842,143.454483032
1592978906953993426,7847,1592978906935494377,,178.546066284,117.743469238,0.0,-0.307402700186,411.209564209,243.091262817,143.232666016
1592978906984697263,7848,1592978906970269265,,174.719390869,119.446502686,0.0,-0.439914256334,409.962799072,240.063537598,143.446151733
1592978907016895861,7849,1592978907001922074,,177.276351929,119.823822021,0.0,-0.500179588795,408.494812012,236.269638062,143.064819336
1592978907054966212,7850,1592978907039683197,,174.0625,121.273750305,0.0,-0.537064313889,407.425537109,235.399520874,142.904190063
1592978907086283842,7851,1592978907071555509,,174.258087158,122.833480835,0.0,-0.600807726383,406.786193848,232.9609375,143.019012451
1592978907120503399,7852,1592978907103961827,,172.87677002,124.56439209,0.0,-0.706357717514,405.191619873,231.438568115,143.52494812
1592978907154032627,7853,1592978907139845652,,175.891921997,131.921890259,0.0,-0.61154460907,400.063598633,232.261489868,144.794326782
1592978907185866546,7854,1592978907171701071,,175.394287109,123.607048035,0.0,-0.776539981365,400.806365967,230.919464111,144.956893921
1592978907219687128,7855,1592978907204038995,,163.541397095,119.188285828,0.0,-1.01028597355,394.273864746,232.32673645,145.093841553
1592978907254572013,7856,1592978907239726437,,164.457138062,115.042549133,0.0,-1.14090311527,397.551818848,226.966918945,144.913986206
1592978907289420683,7857,1592978907271742437,,157.532913208,115.378082275,0.0,-1.30963945389,396.711273193,226.12677002,144.81199646
1592978907319803403,7858,1592978907303723667,,163.356964111,117.416900635,0.0,-1.26709103584,394.404327393,224.106018066,144.824020386
1592978907356399087,7859,1592978907335914337,,166.886688232,118.986167908,0.0,-1.23798942566,393.519042969,223.749069214,144.948287964
1592978907380829394,7860,1592978907366878955,,167.149734497,122.419960022,0.0,-1.27257931232,390.831390381,224.076873779,145.245635986
1592978907420773257,7861,1592978907399449095,,163.666412354,119.552131653,0.0,-1.41279983521,389.511444092,223.96673584,145.218460083
1592978907454836334,7862,1592978907440225393,,160.733352661,121.840377808,0.0,-1.48318135738,389.203674316,223.155029297,145.275131226
1592978907487688625,7863,1592978907472043249,,160.020233154,124.092185974,0.0,-1.5309946537,387.290710449,222.086959839,145.401000977
1592978907520882644,7864,1592978907503937244,,159.497299194,120.850242615,0.0,1.49938154221,386.847320557,222.556777954,145.029586792
1592978907552007193,7865,1592978907537902523,,159.387390137,119.872138977,0.0,1.45948290825,386.931121826,223.557754517,143.82460022
