# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 2292
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 2292
DATA ascii
1.6014135 -0.1650095 0.9967705
1.5994329 -0.164621 0.99675399
1.6006424 -0.1645955 0.9967975
1.6008971 -0.16459051 0.99681497
1.601088 -0.16458599 0.99681598
1.601343 -0.164581 0.99681699
1.599381 -0.16422001 0.996773
1.5995724 -0.16421649 0.99677753
1.6005905 -0.164196 0.996795
1.599983 -0.163835 0.99676198
1.600174 -0.163831 0.99676448
1.5997519 -0.163473 0.99681902
1.60058 -0.163458 0.996768
1.600771 -0.163454 0.99676597
1.601089 -0.1634475 0.99677205
1.6013435 -0.163442 0.99678552
1.599438 -0.163179 0.99677098
1.5996284 -0.16317451 0.99678349
1.59982 -0.16317099 0.99678499
1.600456 -0.163158 0.99680799
1.600647 -0.16315401 0.99682653
1.600901 -0.16314751 0.99687696
1.6011565 -0.16314399 0.99682105
1.601347 -0.16314 0.99681002
1.5993741 -0.162977 0.996759
1.5995646 -0.162972 0.99682045
1.599756 -0.16296899 0.99677098
1.6001379 -0.16296101 0.99680102
1.600329 -0.162957 0.99680948
1.6005825 -0.1629495 0.99694049
1.601156 -0.162938 0.99694198
1.601284 -0.162938 0.996831
1.600045 -0.162636 0.99687397
1.600364 -0.162632 0.99677753
1.600682 -0.162625 0.99679899
1.6008725 -0.1626195 0.99692702
1.601127 -0.162614 0.99693549
1.599592 -0.16220051 0.99680698
1.599846 -0.16219449 0.99686199
1.600101 -0.1621905 0.99678648
1.600355 -0.16218349 0.99689448
1.6006095 -0.1621785 0.99688852
1.6008644 -0.16217351 0.99689949
1.6011186 -0.162168 0.99692148
1.5995785 -0.16178051 0.99682498
1.599769 -0.16177499 0.99691498
1.600533 -0.161761 0.99684399
1.600916 -0.161755 0.99676001
1.601043 -0.161752 0.99677998
1.599802 -0.161578 0.996858
1.6006939 -0.161562 0.99675399
1.6008844 -0.161557 0.99681902
1.6011498 -0.16161799 0.99679971
1.599552 -0.161309 0.99677199
1.600238 -0.160886 0.99676299
1.6004286 -0.16088149 0.99677801
1.6006835 -0.1608765 0.99678099
1.6008739 -0.160873 0.996795
1.601065 -0.16086751 0.99685448
1.601256 -0.16086499 0.996786
1.5995984 -0.16047251 0.99685949
1.5998535 -0.160469 0.99676549
1.600299 -0.16046 0.99675298
1.600935 -0.160447 0.99676698
1.601063 -0.16044401 0.99679703
1.5996685 -0.1601035 0.996768
1.599923 -0.16009849 0.99678397
1.600114 -0.16009501 0.99678302
1.599869 -0.159766 0.99685895
1.6001234 -0.15976 0.99691546
1.6003785 -0.15975651 0.99681151
1.599596 -0.15964 0.99676198
1.5999136 -0.159632 0.99684101
1.600168 -0.1596255 0.99691105
1.6004225 -0.15962049 0.99692649
1.600684 -0.15966134 0.99682033
1.6009392 -0.15965633 0.99682665
1.601164 -0.1596725 0.99689901
1.6013558 -0.15966976 0.99685323
1.599467 -0.159236 0.99675298
1.599594 -0.159234 0.99675697
1.5999124 -0.15922651 0.99680799
1.6001666 -0.15922 0.99687254
1.600422 -0.15921649 0.99677551
1.60074 -0.15921099 0.99677002
1.6009314 -0.15920651 0.99678648
1.601122 -0.15920199 0.99680501
1.6013131 -0.159198 0.99684846
1.599486 -0.158792 0.99683201
1.5996776 -0.15878749 0.99684852
1.599932 -0.158783 0.99683499
1.600123 -0.158779 0.99683899
1.6008869 -0.15876301 0.99687201
1.601014 -0.15876099 0.996885
1.6013324 -0.158756 0.99678952
1.601524 -0.15875199 0.99679798
1.600171 -0.15841451 0.99679649
1.601254 -0.15839399 0.99676001
1.6004471 -0.157581 0.99681699
1.600829 -0.157573 0.99682403
1.5996815 -0.1572015 0.99682248
1.599936 -0.15719551 0.9968825
1.6005731 -0.1571825 0.99690104
1.600827 -0.15717751 0.99691951
1.6010826 -0.1571735 0.99686152
1.601337 -0.157168 0.99686748
1.5996666 -0.156791 0.99678499
1.5999215 -0.15678599 0.9967885
1.6001755 -0.1567785 0.99692547
1.6004305 -0.156775 0.99683452
1.6006856 -0.15677001 0.99684399
1.600876 -0.156766 0.99683499
1.601131 -0.15676101 0.99685502
1.6013219 -0.156757 0.99686199
1.599642 -0.15660299 0.99680698
1.5998325 -0.156598 0.99688101
1.6000874 -0.15659401 0.99684954
1.600279 -0.15659 0.99684501
1.600597 -0.15658399 0.99683952
1.600915 -0.156578 0.99681902
1.6011064 -0.156574 0.99682951
1.6014251 -0.15656701 0.99685401
1.599775 -0.156225 0.99677801
1.6000935 -0.15621951 0.996764
1.6002851 -0.156216 0.99676901
1.600921 -0.156202 0.99682498
1.601176 -0.156197 0.99682599
1.601366 -0.15619251 0.99686754
1.600383 -0.155855 0.99682295
1.600638 -0.15585101 0.99677503
1.6008925 -0.155845 0.99682653
1.6011469 -0.1558395 0.996849
1.599635 -0.15550999 0.99685901
1.5998266 -0.1555075 0.99677199
1.600018 -0.155504 0.99676198
1.600145 -0.15549999 0.99685401
1.6003361 -0.15549651 0.996822
1.6001096 -0.1551785 0.99684203
1.600937 -0.15516201 0.99686199
1.601128 -0.15515849 0.99682349
1.6013834 -0.1551545 0.99678701
1.600675 -0.154944 0.996804
1.5996134 -0.15424 0.99689245
1.599805 -0.154237 0.99683303
1.6001229 -0.15423051 0.99685901
1.600314 -0.15422501 0.996943
1.600696 -0.15422 0.99678099
1.6008875 -0.1542165 0.996782
1.6012059 -0.15421 0.99677497
1.6013966 -0.15420601 0.99681604
1.599624 -0.153797 0.99684
1.5998144 -0.15379301 0.99685949
1.600006 -0.15379 0.99683303
1.6014071 -0.153762 0.99685103
1.5996695 -0.15340051 0.996894
1.5999246 -0.153396 0.99682951
1.60088 -0.15337799 0.99679399
