%time,field.header.seq,field.header.stamp,field.header.frame_id,field.X,field.Y,field.Z,field.A,field.B,field.C
1638888363150463517,4897,0,,1255.68847656,-1925.54736328,1230.26904297,0.00540000014007,-0.516700029373,179.277893066
1638888363154412393,4898,0,,1255.73486328,-1925.54956055,1230.27050781,0.00529999984428,-0.516700029373,179.277801514
1638888363158504203,4899,0,,1255.78344727,-1925.55041504,1230.27160645,0.00529999984428,-0.516700029373,179.277694702
1638888363162451514,4900,0,,1255.83349609,-1925.55029297,1230.27331543,0.00540000014007,-0.516700029373,179.277603149
1638888363166573125,4901,0,,1255.8828125,-1925.54943848,1230.27429199,0.00570000009611,-0.516700029373,179.277603149
1638888363170512733,4902,0,,1255.92822266,-1925.54956055,1230.27575684,0.00579999992624,-0.516700029373,179.277603149
1638888363174454111,4903,0,,1255.97131348,-1925.54931641,1230.27624512,0.00590000022203,-0.516700029373,179.277496338
1638888363178577501,4904,0,,1256.01245117,-1925.54943848,1230.27746582,0.00600000005215,-0.516700029373,179.277496338
1638888363182629020,4905,0,,1256.05114746,-1925.54919434,1230.27746582,0.00609999988228,-0.516700029373,179.277496338
1638888363186507408,4906,0,,1256.08837891,-1925.54907227,1230.27856445,0.00620000017807,-0.516700029373,179.277496338
