%time,time,field.X,field.Y,field.Z,field.A,field.B,field.C,%time,field.Vx,field.Vy,field.Vz,field.Speed
1.63888837230637E+018,28.467591936,1206.61437988,-1921.13220215,1230.28125,0.00860000029206,-0.517700016499,179.277404785,1.63888837230639E+018,14.2445287704,-0.0489502698183,-0.195801079273,14.2459583282
1.63888837231058E+018,28.471800064,1206.67407227,-1921.1328125,1230.28198242,0.00850000046194,-0.517700016499,179.277404785,1.63888837231065E+018,15.0354242325,-0.151109784842,0.176294758916,15.0372161865
1.63888837231453E+018,28.4757504,1206.73217773,-1921.13330078,1230.28234863,0.00850000046194,-0.517700016499,179.277297974,1.6388883723146E+018,14.5061645508,-0.124837905169,0.0749027431011,14.5068950653
1.63888837231836E+018,28.479574272,1206.79077148,-1921.13293457,1230.28161621,0.00839999970049,-0.517700016499,179.277404785,1.63888837231838E+018,14.4139232635,0.0983885526657,-0.172179967165,14.4152870178
1.63888837232237E+018,28.483584,1206.85009766,-1921.13305664,1230.28210449,0.00839999970049,-0.517700016499,179.277404785,1.63888837232238E+018,15.0294418335,-0.0506895147264,0.126723796129,15.0300607681
1.63888837232641E+018,28.487627264,1206.91027832,-1921.1328125,1230.28161621,0.00850000046194,-0.517700016499,179.277404785,1.63888837232644E+018,14.9787683487,0.0746450275183,-0.124408379197,14.9794712067
1.63888837233037E+018,28.491585536,1206.97033691,-1921.13220215,1230.28210449,0.00860000029206,-0.517700016499,179.277404785,1.6388883723304E+018,14.8069095612,0.148069098592,0.12339091301,14.8081645966
1.6388883723343E+018,28.495512832,1207.03112793,-1921.1315918,1230.28161621,0.00870000012219,-0.517700016499,179.277404785,1.6388883723343E+018,15.3696775436,0.151674449444,-0.126395374537,15.3709449768
1.63888837233835E+018,28.49956736,1207.09094238,-1921.1307373,1230.28186035,0.00879999995232,-0.517700016499,179.277404785,1.63888837233837E+018,15.1260032654,0.227648869157,0.0758829563856,15.1279058456
1.63888837234234E+018,28.503561472,1207.15014648,-1921.13049316,1230.28125,0.00879999995232,-0.517700016499,179.277496338,1.63888837234236E+018,14.6586456299,0.0495224520564,-0.148567348719,14.6594820023
1.63888837234632E+018,28.5075392,1207.20996094,-1921.13000488,1230.28125,0.00879999995232,-0.517700016499,179.277496338,1.63888837234634E+018,15.0253458023,0.125420242548,0,15.0258693695
1.63888837235147E+018,28.51268992,1207.26831055,-1921.13024902,1230.28125,0.00879999995232,-0.517700016499,179.277496338,1.63888837235153E+018,14.8459672928,-0.0509295612574,0,14.8460540771
1.63888837235438E+018,28.515595264,1207.32861328,-1921.1295166,1230.28088379,0.00879999995232,-0.517700016499,179.277496338,1.63888837235439E+018,14.5563468933,0.168979153037,-0.0965595170856,14.5576477051
1.63888837235839E+018,28.519611648,1207.38977051,-1921.12915039,1230.28076172,0.00879999995232,-0.517700016499,179.277496338,1.63888837235842E+018,15.5138044357,0.0760480612516,-0.0253493525088,15.5140113831
1.63888837236241E+018,28.523628288,1207.4510498,-1921.12902832,1230.28051758,0.00879999995232,-0.517700016499,179.277496338,1.63888837236243E+018,15.4838581085,0.0506008453667,-0.0759012699127,15.4841270447
1.63888837236633E+018,28.52754944,1207.51281738,-1921.12866211,1230.28027344,0.00879999995232,-0.517700016499,179.277603149,1.63888837236635E+018,15.1894512177,0.0737351998687,-0.0491567999125,15.1897096634
1.63888837237027E+018,28.531488512,1207.5736084,-1921.12866211,1230.28027344,0.00870000012219,-0.517700016499,179.277603149,1.63888837237029E+018,15.4469490051,0,0,15.4469490051
1.63888837237434E+018,28.535558912,1207.63305664,-1921.12915039,1230.27954102,0.00860000029206,-0.517700016499,179.277603149,1.63888837237436E+018,14.9428825378,-0.125570446253,-0.200912714005,14.9447612762
1.6388883723784E+018,28.539614464,1207.69128418,-1921.12988281,1230.27929688,0.00839999970049,-0.517700016499,179.277603149,1.6388883723784E+018,14.3197336197,-0.1722304672,-0.0492087043822,14.3208532333
1.63888837238256E+018,28.543779072,1207.75073242,-1921.13049316,1230.2800293,0.00820000004023,-0.517700016499,179.277603149,1.63888837238278E+018,14.9124116898,-0.150630414486,0.175735488534,14.9142074585
1.6388883723865E+018,28.547714304,1207.81054688,-1921.13061523,1230.27966309,0.00810000021011,-0.517700016499,179.277694702,1.63888837238653E+018,14.9315023422,-0.0249690674245,-0.0749072059989,14.9317111969
