%time,field.header.seq,field.header.stamp,time,field.major_axis,field.minor_axis,field.orientation,field.x,field.y,,field.header.stamp,time,field.value,,field.header.stamp,time,field.speed,field.vx,field.vy,field.vz
1.59161415118699E+018,4243,1.59161415116651E+018,130.254950144,117.884819031,82.8819046021,0.563011288643,372.342041016,263.926940918,,1.59161415116651E+018,130.254952448,2.5,,1.59161426633064E+018,245.427906048,0.0120999999344,4.00E-05,-0.0121099995449,-3.00E-05
1.59161415122684E+018,4244,1.59161415119735E+018,130.285784576,120.097412109,85.9728927612,0.657203316689,370.020324707,260.785003662,,1.59161415119735E+018,130.28578688,2.5,,1.59161426638309E+018,245.480350208,0.0147000001743,-0.000260000000708,-0.0146599998698,1.00E-05
1.59161415125485E+018,4245,1.59161415123076E+018,130.31919616,123.718345642,83.501335144,0.597545444965,370.336486816,262.696380615,,1.59161415123076E+018,130.319198464,2.5,,1.59161426643848E+018,245.535742976,0.018200000748,-0.000929999980144,-0.0181799996644,-1.00E-05
1.59161415128378E+018,4246,1.59161415126412E+018,130.352555008,115.191772461,83.4262313843,0.645520150661,372.809936523,263.009887695,,1.59161415126412E+018,130.352557312,2.5,,1.59161426649582E+018,245.593088,0.0219999998808,-0.00161000003573,-0.021950000897,2.00E-05
1.5916141513261E+018,4247,1.59161415129619E+018,130.384626176,115.802055359,84.8512802124,0.573974847794,370.935211182,262.394287109,,1.59161415129619E+018,130.38462848,2.5,,1.59161426654986E+018,245.647126272,0.0236000008881,-0.00176999997348,-0.0235300008208,2.00E-05
1.59161415135237E+018,4248,1.5916141513297E+018,130.418142208,104.319396973,87.3441085815,0.43970695138,374.229888916,263.378845215,,1.5916141513297E+018,130.418144512,2.5,,1.5916142666047E+018,245.701960192,0.0238000005484,-0.00188999995589,-0.0237199999392,1.00E-05
1.59161415139173E+018,4249,1.5916141513654E+018,130.453835776,107.196655273,85.5067749023,0.534064471722,374.059753418,264.064544678,,1.5916141513654E+018,130.45383808,2.5,,1.59161426666454E+018,245.761805312,0.0234999991953,-0.00184000004083,-0.023409999907,-1.00E-05
1.59161415142728E+018,4250,1.59161415139798E+018,130.48641536,115.124473572,81.5711669922,0.483699023724,374.781005859,264.127319336,,1.59161415139798E+018,130.486417664,2.5,,1.59161426672119E+018,245.818454784,0.0232999995351,-0.00182000000495,-0.0232800003141,2.00E-05
1.59161415145448E+018,4251,1.59161415143075E+018,130.519183872,0,0,0,0,0,,1.59161415143075E+018,130.519186176,2.5,,1.59161426677386E+018,245.87112704,0.023199999705,-0.00173000001814,-0.0231699999422,0
1.59161415150382E+018,4252,1.59161415146567E+018,130.554107136,0,0,0,0,0,,1.59161415146567E+018,130.55410944,2.5,,1.59161426682895E+018,245.926210048,0.0233999993652,-0.00170000002254,-0.0232999995351,1.00E-05
1.59161415153462E+018,4253,1.59161415149941E+018,130.5878464,0,0,0,0,0,,1.59161415149941E+018,130.587848704,2.5,,1.59161426689075E+018,245.988016128,0.0232999995351,-0.00165999995079,-0.0232200007886,1.00E-05
1.59161415155044E+018,4254,1.59161415153306E+018,130.621499904,0,0,0,0,0,,1.59161415153306E+018,130.621502208,2.5,,1.59161426694536E+018,246.042624,0.0228000003844,-0.00156999996398,-0.0228000003844,-1.00E-05
1.59161415158714E+018,4255,1.59161415156719E+018,130.655631104,0,0,0,0,0,,1.59161415156719E+018,130.655633408,2.5,,1.59161426705155E+018,246.148818944,0.0190999992192,-0.00115999998525,-0.0190799999982,-3.00E-05
1.59161415161469E+018,4256,1.59161415159674E+018,130.685173248,0,0,0,0,0,,1.59161415159674E+018,130.685175552,2.5,,1.5916142671116E+018,246.20886272,0.0159000009298,-0.00054999999702,-0.0158500000834,-1.00E-05
