%time,field.header.seq,field.header.stamp,field.header.frame_id,field.absolute_acceleration,field.ax,field.ay,field.az
1591865216015497157,742,1591865215960882902,,0.0637999996543,-0.062160000205,0.0145300002769,-0.00124000001233
1591865216069696561,743,1591865216015224933,,0.0838000029325,-0.0817599967122,0.0183600001037,0.000300000014249
1591865216121653380,744,1591865216068804025,,0.156599998474,-0.155279994011,-0.0200699996203,-0.00116999994498
1591865216175086907,745,1591865216121505022,,0.210199996829,-0.209869995713,-0.011590000242,-0.000300000014249
1591865216227839365,746,1591865216175259113,,0.222900003195,-0.222240000963,-0.0154100004584,0.00867000035942
1591865216279206807,747,1591865216227543115,,0.157900005579,-0.154880002141,-0.0306000001729,0.00447000004351
1591865216381082086,748,1591865216279028892,,0.121500000358,-0.0427099987864,-0.113689996302,0.00182000000495
1591865216433350045,749,1591865216381181001,,0.238900005817,-0.0455899983644,-0.234410002828,-0.00530999992043
1591865216485438454,750,1591865216433089971,,0.271299988031,-0.0522600002587,-0.26616999507,-0.00215999991633
1591865216538753344,751,1591865216485196113,,0.269199997187,-0.0522399991751,-0.264090001583,-0.00109999999404
1591865216590675135,752,1591865216538484096,,0.270700007677,-0.0528200007975,-0.265540003777,-0.000910000002477
1591865216644126018,753,1591865216590747117,,0.266099989414,-0.0505400002003,-0.26129001379,0.0
1591865216695361355,754,1591865216643364906,,0.201900005341,0.0148400003091,-0.201340004802,0.00199000001885
1591865216747799291,755,1591865216695460081,,0.193100005388,0.04803000018,-0.187030002475,0.00132000003941
1591865216799923766,756,1591865216747777938,,0.191799998283,0.0594400018454,-0.182359993458,-0.00130000000354
1591865216852104129,757,1591865216799973011,,0.17499999702,0.041329998523,-0.170000001788,-0.000769999984186
1591865216954339810,758,1591865216852200031,,0.116700001061,-0.0300200004131,-0.112800002098,-0.0012300000526
1591865217006870674,759,1591865216954391002,,0.0142000000924,0.00590999983251,0.0127800004557,0.00218999991193
1591865217057783412,760,1591865217006473064,,0.0461999997497,0.0189699996263,0.0420500002801,0.00190000003204
